,Nombre Hotel,Comentario,Sentimiento,Sentimiento_VADER
200,intercontinental,"Me sorprendió mucho mi estancia en este hotel. Las paredes eran tan finas que parecía papel y podía oír las conversaciones de la habitación contigua. No es algo que hubiera esperado de un hotel de categoría superior. La habitación también era más pequeña de lo que hubiera esperado por el precio. Nos dieron artículos de tocador y toallas mínimos en la habitación de invitados, algo que hizo que fuera difícil que dos personas se arreglaran por la mañana. Solicitamos toallas nuevas, pero tardaron un día entero en atender nuestra petición. El proceso de registro fue frustrante, principalmente debido a la recepcionista descontenta detrás del mostrador. No sé si estaba teniendo un mal día o simplemente está de ese humor todo el tiempo, pero de cualquier manera, fue desagradable y una molestia tratar con ella. En general, no fue una experiencia agradable. Creo que la próxima vez elegiremos otro hotel para alojarnos cuando visitemos Chicago.",POSITIVO,POSITIVO
201,intercontinental,"No volveremos a este hotel. Hay varias razones para esto, pero comenzó en el check-in cuando el personal fue muy grosero y tenso. Nuestra reserva se perdió en el sistema y parecían pensar que era una pérdida de tiempo tener que encontrarla. La habitación estaba bien, pero las camas eran duras e incómodas. La habitación de al lado tenía el televisor encendido muy alto, y cuando llamamos para preguntar si podíamos cambiar de habitación nos dijeron que no era una opción. No ofrecieron ninguna otra solución. La comida en los restaurantes era extremadamente cara y no estaba preparada según nuestras peticiones. En general, desearíamos haber elegido un hotel diferente para nuestra estancia en Chicago.",POSITIVO,POSITIVO
202,intercontinental,"The Intercontinental Chicago Magnificent Mile El exterior del hotel en sí es, como su nombre lo indica, bastante magnífico a pesar de estar ubicado en lo que tiene que ser la sección más sucia de la ciudad. Por el precio de las habitaciones a partir de 179,00 por noche, uno pensaría que tendrían un encargado de aparcamiento competente. Me retrasaron con un cliente muy importante por un problema de latencia con mi habitación reservada, y por si fuera poco. Para colmo, el servicio de habitaciones tuvo el descaro de traer pasta a temperatura ambiente y una botella de champán cuyo sello previamente se había descorchado. No hace falta decir que esta será la última vez que este hotel reciba ni siquiera otro billete de un dólar de mi cuenta. Recomiendo encarecidamente otro hotel con mejores alojamientos.",POSITIVO,NEUTRAL
203,intercontinental,Estoy de acuerdo en que el InterContinental Chicago es un hotel bonito por fuera. Pero no es un buen lugar para alojarse si planeas visitar Chicago. El ambiente del hotel parece soso y también tienen las mismas comodidades que otros hoteles más baratos. Puede obtener una excelente experiencia gastronómica en algún lugar por menos.,NEUTRAL,POSITIVO
204,intercontinental,"Me alojé en el InterContinental en Chicago durante mi visita para organizar la boda de mi hija. ¡Nina (Nuestra Hija) dijo que este era el lugar donde se unían todos los niveles superiores! Bueno, no entiendo por qué en absoluto. Al llegar nos registramos y nos reunimos con Nina en ""The Bar"" (qué innovador) y tomamos una cena ligera. La comida era como comida de avión y fría. El camarero era molesto y en tu cara cuando podía ver claramente que aún no estábamos listos para que nos llevaran la comida. Cuando finalmente vino con la cuenta, pensamos que ""nuestra cena ligera"" era demasiado cara. Luego se suponía que nos encontraríamos con la gerente de ventas Erin en el vestíbulo a las 8:00 p. m. en punto. No lo suficientemente nítido. A las 8:15 un trabajador se acercó a nosotros y nos dijo que Erin tenía una emergencia y que no podría reunirse con nosotros esta noche. Bueno, eso es simplemente genial. Más de $300 por una noche y una cena que obviamente se desperdiciarían. No se gastará más dinero aquí, eso lo garantizo. Atentamente Sr. y Sra. Scott Grander Louisville, KY",NEUTRAL,POSITIVO
205,intercontinental,"El Intercontinental Chicago no fue una experiencia tan buena como esperaba. Cuando llegué por primera vez, el personal de recepción no pudo encontrar mi reserva en el sistema. Luego intentaron hacerme reservar una habitación con un pago más alto. Terminé teniendo que preguntar por el gerente, quien convenientemente pudo localizarme una habitación con la misma tarifa. Esperaba un servicio y una clase de primer nivel, pero aparentemente esos servicios están reservados para la élite. No me agradaron como debería haberlo sido y descubrí que tenía largos tiempos de espera cuando hacía un pedido al servicio de habitaciones o necesitaba al conserje. Por el precio que estaba pagando por quedarme allí, habría pensado que habría habido un toque más personalizado y atendido en el servicio.",NEUTRAL,POSITIVO
206,intercontinental,"Hace un tiempo estuve en un viaje de negocios a Chicago y tuve la desafortunada suerte de alojarme en el Hotel InterContinental Chicago. Digo lamentable, porque desde el primer momento que entré mi experiencia fue mala. La recepción me hizo esperar muchísimo y tuve que resolver un problema con mi reserva. Mi recepcionista había hecho la reserva y la habitación ya debería haber estado en la cuenta de la empresa, pero insistían en que les proporcionara una tarjeta de crédito personal para la habitación. Entiendo sus precauciones, pero viajo mucho y normalmente no me encuentro con esta situación. Una vez que todo estuvo resuelto (varias llamadas telefónicas más tarde), me llevaron a mi habitación. Fue agradable y me alegré de finalmente estar allí, pero el timbre de esperanza fue muy corto conmigo y rápidamente extendió su mano pidiendo propina, a pesar de que no había hecho nada más que gemir todo el tiempo que me estuvo llevando. a mi cuarto. Me sentí muy feliz porque solo tuve que quedarme allí dos noches porque después de mi encuentro con la recepción tuve la impresión de que nadie quería tratar conmigo. Espero no volver a alojarme allí y sugeriré que todos lo eviten.",NEUTRAL,POSITIVO
207,intercontinental,"Esta es una reseña de un hotel de primera clase, el InterContinental Chicago. Está ubicado en la famosa Milla Magnífica de Chicago, cerca de restaurantes, tiendas, entretenimiento y lugares históricos. El servicio del hotel es de primera y el alojamiento inmejorable. El hotel también cuenta con comodidades realmente fabulosas que incluyen una bonita piscina cubierta, excelentes restaurantes, un centro de negocios abierto las 24 horas y valet parking. Este es un hotel de lujo extraordinario que hará que su estadía en Chicago sea un placer. Ofrecen varias opciones de tarifas y tienen una selección de paquetes disponibles. Visite su sitio web para ver una galería de fotos y un recorrido virtual.",NEUTRAL,POSITIVO
208,intercontinental,"Este hotel tiene un buen nombre y una buena ubicación en Chicago. Lamentablemente, no quedé muy satisfecho con este hotel. Es un hotel de lujo, por lo que pagas precios de lujo. Por lo tanto, esperaba obtener el valor por mi dinero. Lamentablemente, ese no fue el caso en el InterContinental. En primer lugar, mi habitación era sorprendentemente pequeña y sucia y probablemente podría necesitar una renovación y una mejora en el mobiliario. Nuevamente, se supone que este es un hotel de lujo y es caro. No debería preocuparme por el hecho de que la alfombra y otras partes de la habitación parezcan sucias. También tuve problemas para lograr que la habitación alcanzara la temperatura que quería. No estoy seguro de si solo había un problema con el aire acondicionado en mi habitación o si es un problema de todo el hotel. El edificio es antiguo y supongo que tiene muchos problemas por ser viejo. En segundo lugar, me decepcionó la calidad del servicio del personal del hotel. Pensé que eran algo groseros y desatentos. En tercer lugar, este hotel tiene muchos gastos adicionales. Sentí que querían cobrarme de más cada vez que tenían la oportunidad (uso de las instalaciones del gimnasio, Internet, etc.). Cuando ya estoy pagando tanto por una habitación de hotel, me irrito mucho cuando siento que me están sacando el dinero cada vez que tienen la oportunidad. Este hotel tiene un edificio bonito y, repito, está en una ubicación estupenda. Pero realmente no creo que valga la pena el gasto. Hay muchos otros hoteles en Chicago para elegir que son mucho mejores.",NEUTRAL,NEGATIVO
209,intercontinental,"Nunca había escrito una reseña antes, pero tenía que compartir mi experiencia con el Hotel InterContinental de Chicago. Reservé un fin de semana en este hotel para el cumpleaños de mi esposa. Nunca nos habíamos alojado en un hotel de lujo antes y pensé que esta sería una gran experiencia para nosotros. Los horrores comenzaron cuando llegamos por primera vez al mostrador. El empleado confundió nuestras habitaciones y cuando se lo señalé se puso muy arrogante conmigo. Llegamos a nuestra habitación y la mucama aún no la había limpiado. Tuvimos que esperar para eso, así que fuimos al restaurante del hotel y la comida era terrible y demasiado cara. Finalmente nuestra habitación estaba terminada y la ""vista"" que nos habían prometido era inexistente. Para colmo, la mucama hizo un trabajo terrible de limpieza. El inodoro estaba sucio y de hecho encontramos una mancha. ¡Una mancha! En las sábanas. Qué desperdicio de dinero. Se lo señalé al conserje y ni siquiera nos ofrecieron un reembolso o descuento. Nunca más.",NEGATIVO,NEGATIVO
210,intercontinental,Este hotel era muy pobre con el servicio al cliente. Estaban tan preocupados por mantener todo actualizado y con un aspecto perfecto en el hotel que rara vez se preocupaban por sus clientes y sus invitados. Tuve que pedir que limpiaran mi habitación y tardé mucho en obtener una respuesta. Muy decepcionado.,NEUTRAL,NEUTRAL
211,intercontinental,"Mi marido y yo nos alojamos en este hotel el fin de semana del 17 y 18 de septiembre de 2011. Cuando estábamos planeando nuestras vacaciones, nos impresionó el hotel. El exterior es muy bonito y estábamos deseando disfrutar de la vista desde nuestra habitación. Al principio empezamos a preguntarnos si habíamos hecho la elección correcta cuando no había nadie esperando para ayudarnos con las maletas. Tuvimos que llevar nuestro equipaje a la habitación nosotros mismos, ya que el hotel estaba en medio de un cambio de turno. Esto parece algo que un hotel supuestamente ""de primera clase"" debería poder evitar. Lo bueno: nuestra habitación tenía una bonita vista y cuando me senté en la cama me sentí como si estuviera sentada en una nube. La ducha era muy agradable. Lo malo: la habitación era muy pequeña y la cama no era del tamaño King que habíamos solicitado. Nos sentimos muy apretados e incómodos durante toda nuestra estancia. Nos hemos alojado en hoteles menos lujosos que eran mucho más espaciosos y nos pudieron proporcionar la cama del tamaño solicitado. Las opciones de restaurante eran aceptables, aunque el servicio no era tan excelente como se describe. Tal vez esperábamos un milagro que nos hiciera cambiar de opinión sobre el hotel. Estábamos muy decepcionados con la habitación y el servicio de check-in durante el resto del fin de semana fue un poco deficiente. Normalmente disfrutamos del servicio de habitaciones, pero después de un primer día mediocre decidimos que cenaríamos fuera durante el resto del fin de semana. La próxima vez, buscaremos otros hoteles en el área de Chicago.",NEGATIVO,POSITIVO
212,intercontinental,"El hotel InterContinental Chicago terrible. Primero que nada, el desayuno continental fue una broma. La comida era insalubre e insatisfactoria. Después de nuestra primera noche, esperábamos que la criada viniera a limpiar nuestra habitación. Regresamos de hacer turismo y descubrimos que nuestra habitación estaba en las mismas condiciones en que la dejamos. Nunca volveré a este hotel nuevamente.",NEGATIVO,POSITIVO
213,intercontinental,"La Magnificent Mile de Chicago está envuelta en glamour, pero debajo de la fachada se desvanece. El ""monumento arquitectónico clásico"" debería traducirse como ""viejo y aburrido"". Encontré este hotel a través de Google y me he arrepentido desde entonces. El tamaño de la habitación era pequeño y poco acogedor, ¡y era una de las habitaciones más nuevas! Todo era gratis excepto el gimnasio (no sé por qué no iba a ser gratis con el precio que pagué). Este hotel es demasiado caro para la calidad y el tamaño de la habitación que te dan, y no recomendaría alojarse allí.",POSITIVO,NEUTRAL
214,intercontinental,"Mi familia y yo estábamos en Chicago para la boda de un amigo. Habíamos preguntado por ahí para encontrar un hotel que fuera bonito, pero asequible y nos indicaron en dirección al hotel InterContinental Chicago. El hotel parecía muy bonito y tenía todas las comodidades: servicio de habitaciones, WiFi, habitaciones limpias. Desafortunadamente, resultó que las apariencias engañan. Comienza en el escritorio, donde el empleado fue francamente grosero e indiferente. Dijo que no tenían habitaciones disponibles porque no hicimos arreglos. Se estaba haciendo tarde y no teníamos adónde ir, no había hoteles cerca y mis hijos se morían de hambre. Le pregunté si podía hacer algo y me dijo que tendría que preguntarle a otra persona porque estaba ocupado. Hablé con su gerente y después de un poco de molestia, el gerente se disculpó y nos trasladó a una habitación para pasar la noche. Aparentemente, nuestras expectativas sobre lo que serían las comodidades normales para una estadía en un hotel estaban por encima del estándar, porque esta habitación ni siquiera estaba limpia y el wifi no funcionaba. Pedimos servicio de habitaciones y nunca llegó, incluso después de varias quejas. Tampoco termina ahí; Cuando llegamos a casa nos encontramos con que el hotel nos había cobrado por el servicio de habitaciones. En general, fue una experiencia muy frustrante y no me alojaría allí de nuevo.",POSITIVO,NEGATIVO
215,intercontinental,"Mi esposa y yo estábamos emocionados de visitar y comprar en Magnificent Mile de Chicago en Michigan Ave. Elegimos el Hotel Intercontinental por su reputación y ubicación. Hombre, oh hombre, nos decepcionó. El registro fue bastante sencillo a pesar de que el hotel estaba lleno y todo parecía estar bien. Nos preparamos para salir de compras y fuimos a visitar al conserje del lobby para preguntarle sugerencias y gangas. Había seis personas haciendo cola para ella y tuvimos que esperar. Eso no fue ningún problema ya que no teníamos horario. Cuando finalmente llegamos a ella y le preguntamos sobre las compras en Miracle Mile, ella simplemente señaló la puerta y dijo: ""Está justo afuera"". Le pedí sugerencias sobre las mejores tiendas para conseguir gangas y ella me puso los ojos en blanco y me dijo: ""no existe tal cosa"". No podía creer su brusquedad. Salimos del puesto de conserjería sin querer volver. Las compras fueron bien y divertidas. Regresamos a nuestra habitación y queríamos buscar un restaurante para pasar la noche nosotros mismos en lugar de preguntarle al conserje. No pudimos encontrar un directorio de hoteles en la habitación. Llamé al Departamento de Limpieza y me dijeron: ""Nos hemos quedado sin directorios aquí en la oficina"". Les pregunté si podían buscar una habitación vacía. Dijo que el hotel estaba lleno y que no había habitaciones libres. Colgué y pensé en buscar un restaurante en las páginas amarillas. ¿Adivina qué? Lo has adivinado, no hay directorio telefónico en la habitación. Pensé que podríamos ir a tomar una copa a The Bar, el salón temático de los años 20 del hotel, y pedirle sugerencias al camarero. Fuimos a The Bar y solo había otros tres clientes. Nos sentamos en el bar y tomamos nuestras bebidas. Cuando estaba a punto de pedirle sugerencias de restaurantes al camarero, sonó su teléfono móvil. Él contestó y se dirigió al otro extremo de la barra para hablar. Veinte minutos después, todavía estaba hablando por teléfono. Cansados ​​y hambrientos, mi esposa y yo volvimos a nuestra habitación y pedimos que Pizza Hut nos entregara una pizza. Aunque el hotel es bastante bonito y el mobiliario cómodo, la indiferencia del personal me impedirá volver. Un gran rechazo al Intercontinental Chicago. Necesitan buscar la palabra hospitalidad en el diccionario.",POSITIVO,NEGATIVO
216,intercontinental,"Los problemas comenzaron cuando reservé el InterContinental Chicago en línea en el sitio del hotel y obtuve un error en el servidor. De alguna manera logré obtener mi reserva y desearía haber buscado en otro lugar de esta gran calle de Chicago, llena de muchas otras opciones. Los errores del servidor continuaron en el check in y no cesaron. Estaba en un fin de semana festivo, pero muchos otros debían haber sido asistentes a convenciones agresivos y tuve problemas para que me atendieran. El hotel es enorme y no da sensación de comodidad. Las instalaciones sanitarias también son demasiado grandes, muy ruidosas y abarrotadas. Y el acceso a Internet costaba 18 dólares al día, ¡algo sorprendente cuando puedo ir a un Starbucks a la vuelta de la esquina! La próxima vez elegiré un lugar más íntimo y cercano, sin tantos ""errores del servidor"".",NEUTRAL,NEGATIVO
217,intercontinental,"Aunque el hotel InterContinental Chicago está situado en ""La Milla Magnífica"", toda nuestra experiencia como huéspedes allí fue todo menos... créanme, ¡la ""magnificencia"" termina en la entrada del hotel! Desde el check-in hasta el check-out, nuestras impresiones variaron desde mediocres hasta horribles. Primero, hubo un error con nuestra reserva, y una vez que llegamos a nuestra habitación, descubrimos que ni nuestro teléfono ni nuestra conexión a Internet funcionaban, así que caminé penosamente hasta el mostrador de registro, donde tuve que esperar en la fila al menos veinte minutos... para pedir ayuda. La primera noche que pasamos fue casi totalmente sin dormir debido al ruido de la televisión proveniente de la habitación de al lado; No estábamos seguros de si se debía a vecinos excesivamente desconsiderados o a paredes delgadas. Luego, a la mañana siguiente, cansada como el perro, a pesar de que habíamos colgado un cartel de ""No molestar"" en la manija de la puerta, irrumpió la criada con los ojos brillantes y la cola poblada con una fregadora en la mano. Después de ese brusco despertar, me sobresaltó de nuevo un grito espeluznante de mi esposa, quien, al entrar al baño para ducharse, fue recibida por una cucaracha increíblemente grande. El desayuno, en realidad todas las comidas que comimos en el hotel, se servían frío y eran algo insípidos. El conserje nos ignoraba habitualmente, y siempre parece estar en una llamada personal cuando lo necesitábamos. Tratar de salir del hotel fue tan difícil como registrarse. Por supuesto, hubo un error grave en nuestra factura que provocó que nos retrasáramos en nuestro esfuerzo por partir. Salir del InterContinental Chicago fue, créanme, la mejor parte de nuestra experiencia como huéspedes allí.",NEUTRAL,NEGATIVO
218,intercontinental,"La estadía de siete días de mi familia en el hotel InterContinental Chicago fue más de lo que jamás podría imaginar. El InterContinental es más fantástico que cualquier hotel anterior que haya visitado, debido a sus maravillosas comodidades, como el excelente servicio de habitaciones las 24 horas, acceso a entrenadores personales e incluso servicio de tintorería, solo por mencionar algunos. Mi familia disfrutó mucho cenando cocina americana contemporánea en el restaurante Zest del hotel, que servía una comida excelente que valía cada centavo de su precio razonable. Lo que más me gusta del InterContinental Chicago es que proporciona entrada directa a la Ciudad de los Vientos, donde mi familia y yo teníamos acceso inmediato al transporte, las compras y las atracciones de la ciudad. Nos lo pasamos muy bien viajando por Chicago y divirtiéndonos y, al mismo tiempo, nos sentimos seguros al saber que teníamos un hotel agradable, limpio, elegante y seguro al que regresar cuando termináramos de recorrer la ciudad todos los días. El InterContinental es una estancia obligada y lo recomendaré a cualquiera que planee visitar Chicago.",NEUTRAL,POSITIVO
219,intercontinental,"Sólo estuve aquí cinco días, pero definitivamente nunca volveré. La arquitectura es genial, pero el servicio al cliente fue muy pobre. No sé cuánto les pagan a estas personas, pero no deben pensar que es suficiente. El desayuno en el The Continental estaba bien, pero era demasiado caro. Este hotel se sentía muy lleno y el servicio era impersonal. Hay muchos mejores lugares para alojarse en Chicago.",NEUTRAL,POSITIVO
220,james,"Cuando fui al hotel The James en Chicago realmente esperaba una experiencia de lujo exactamente como lo que anunciaban. Sillas preciosas, personal de recepción concentrado en su trabajo y una habitación de hotel limpia y bien decorada. Para mi consternación y la de mi billetera, descubrí todo lo contrario. Llegué tarde al hotel después de que mi vuelo se retrasó y encontré al empleado leyendo una revista. Debió ser un artículo fascinante, ya que le llevó un minuto entero mirar hacia arriba y preguntarme si tenía una reserva o si haría una. Le dije que tenía uno y le di el bono que había impreso. Lo revisó y dijo que todas las habitaciones individuales ya habían sido alquiladas, y continuó diciendo que tendría que pagar más por una habitación para dos o tres personas si deseaba pasar la noche. Acepté de mala gana la opción de dos personas ya que el desfase horario se estaba produciendo y necesitaba desesperadamente dormir un poco. El recepcionista se ofreció a acompañarme a mi habitación, diciendo que parecía cansado y que tratar de navegar por el hotel sería mucho más fácil después de dormir un poco. Acepté y lo seguí hasta mi nueva habitación. Llevaba el maletín que tenía conmigo, pero no era evidente por qué en ese momento ya que tenía ambas manos libres. Me hizo pasar a mi habitación, dejó el maletín dentro y me dijo que si necesitaba algo, el teléfono al lado de la cama me daría una línea directa con el servicio de habitaciones sin tener que marcar nada. Le di las gracias y cerré la puerta. Fue entonces cuando miré a mi alrededor y vi claramente dónde me alojaba. Lo que supuestamente era una suite para dos personas eran dos camas individuales separadas por 6 pulgadas, cubiertas con mantas y sábanas con volantes. Obviamente, el personal de limpieza no había estado aquí recientemente. Una mirada rápida a las otras áreas y descubrí que el baño no tenía papel higiénico. y jabón, ni siquiera los complementarios quedaron atrás. Me preparé para ir a la cama y busqué el control remoto del televisor, que resultó que no tenía baterías. En lugar de eso, simplemente apagué las luces y me di la vuelta sobre las sábanas. y la manta al revés para tratar de encontrar una opción más limpia. Por la mañana caminé hasta el vestíbulo y pedí registrarme. Ya había tenido suficiente del hotel después de una noche. La recepcionista de esa mañana era una rubia alegre que estaba alegre. Me preguntó el número de mi habitación y me entregó una factura de $240 por mi habitación, y $80 adicionales con una nota sobre un servicio de equipaje. Le pregunté al respecto y me dijo que si alguien llevaba mis maletas a mi habitación, estaba archivado. bajo el servicio de equipaje le pregunté si se consideraba razonable cobrar $80 por llevar una maleta a una habitación dos pisos más arriba y usar el ascensor, y ella dijo que era inusual, pero no inaudito. Ella se ofreció a cambiarlo por ""simples"" $20 y me entregó un recibo con un número de teléfono, nombre y motivo del desacuerdo, diciendo que el gerente se encargaría de cualquier queja entre el empleado y yo después de que lo firmara. Lo hice y me fui, con mi billetera 260 dólares más liviana y mi cabeza palpitando con dolor de cabeza por la falta de sueño.",NEUTRAL,NEGATIVO
221,james,"Recientemente me alojé en el James Hotel en Chicago y, créanme, nunca volveré a hacerlo. Cuando paga un precio superior, esperaría un servicio de primer nivel. Toda nuestra experiencia fue un desastre, aunque de corta duración porque pudimos quedarnos un segundo más. Cuando llegamos al hotel tuvimos que esperar mientras la recepcionista terminaba de jugar con su teléfono para recibir servicio y luego nuestra habitación no estaba lista. Así que tuvimos que esperar en el vestíbulo con nuestro equipaje. Cuando finalmente llegamos a la habitación, no la llamaría exactamente limpia, pero no estaba tan mal. Las fotografías en el sitio web son bastante bonitas, pero los muebles se están cayendo a pedazos y probablemente sean de Walmart. Había mucho espacio para una persona promedio de 5' pero yo mido 6'4"" y las camas eran más pequeñas de lo que decían, sin mencionar que eran incómodas. Pedimos servicio a la habitación y no solo nos trajeron el orden equivocado, sino que Nos tomó 2 horas. Las paredes también eran finas como el papel, por lo que dormimos poco. El calentador ayudó a bloquear el ruido hasta que dejó de funcionar en medio de la noche. Así que a la mañana siguiente, me dolía la cama incómoda, tenía hambre y tenía frío. Nos marchamos incluso antes de tomar nuestro café. ¡Aléjate!",POSITIVO,NEGATIVO
222,james,"Me decepcionó mi estancia en The James. Sigo una dieta estricta sin gluten y me dijeron que el restaurante del hotel podía adaptarse a mis necesidades. Cada vez que me sentaba a comer, le explicaba mis necesidades dietéticas al camarero. La mayoría de las veces, terminaba teniendo que devolver el plato porque incluía algún producto con gluten. Mi esposa tiene apnea del sueño y cuando hicimos nuestras reservas, me aseguré de preguntar si había una habitación disponible con un enchufe cerca de la cama para que pudiera enchufar su máquina CPAP. Me aseguraron que no había problema. Sin embargo, cuando llegamos al hotel, tuvimos que solicitar un cambio de habitación porque no había ningún enchufe cerca de la cama. Tuvimos que esperar en el vestíbulo durante un tiempo porque la habitación a la que nos cambiaron aún no había terminado de limpiarse. En general, no fue una estancia del todo horrible, pero esperaba más de un hotel de este supuesto calibre. La próxima vez que visite Chicago, me alojaré en otro hotel.",NEGATIVO,NEGATIVO
223,james,"Al principio me emocioné cuando descubrí que mi empleador me iba a enviar a Chicago por negocios, pero nunca podría haber imaginado la frustración y la irritación que me provocaría el inepto personal de The James Chicago. Cuando llegué, mi reserva no se encontraba en su sistema, aunque la había hecho yo mismo. Después de algunas palabras con el gerente de turno, el Sr. Chad Montgomery, me dieron una habitación al precio previamente acordado. Cualquiera puede cometer un error, así que no estaba demasiado enojado en ese momento. Mi habitación era insípida y sin color, a pesar de que The James se jactaba de su atención al diseño y al detalle. La habitación estaba prácticamente limpia, pero después de ver las manchas en la ropa de cama, no estoy convencido de que hayan sido lavadas después del último ocupante de la habitación. Esa noche asistí a una reunión de negocios estresante en The Dining Room, con comida fría y poco cocida servida por camareros descuidados y descontentos. Después decidí que era necesario un relajante tratamiento de spa. Me aseguraron que disfrutaría del ""Ritual de ducha purificante de Asha"", que se llevaría a cabo principalmente en mi propia habitación. La ducha estuvo bien, pero creo que debo ser alérgico al aceite de jojoba que me proporcionaron, porque me dio urticaria en todo el cuerpo. Luego vino la parte ""en la habitación"". Mientras estaba en la ducha, cinco de las velas de peor olor estaban encendidas en mi habitación. Supongo que se suponía que debían hacer que oliera bien, pero comencé a ahogarme con el olor en el momento en que entré a la habitación. Mi masajista me indicó que me acostara en la cama durante la siguiente porción, pero sus manos se movieron demasiado para mi gusto. Estoy seguro de que ciertas áreas NO están en el menú de masajes. Para terminar, si alguna vez ha considerado quedarse en The James Chicago, le ruego que lo reconsidere. Con solo un puñado de cosas positivas que decir sobre el hotel y una maleta llena de cosas negativas (incluido un caso judicial pendiente contra la masajista), casi puedo garantizar que se arrepentirá de quedarse allí. Sé lo que hago.",NEUTRAL,NEGATIVO
224,james,"¡James Chicago sería uno de los peores hoteles en los que he estado en mi vida! Aunque noté que el diseño del lugar era extremadamente artístico, la calidad del servicio y las condiciones del hotel eran horribles. ¡Me dieron una habitación en la que las mantas estaban sucias y parecía como si hubieran sido usadas hace unos momentos! Pensé que era porque el hotel estaba ocupado pero comencé a notar que los muebles tenían un costo en servicio. La televisión no funcionaba en absoluto. Me sentí extremadamente decepcionado, especialmente cuando venía de un día de trabajo riguroso y solo quería relajarme. Lamentablemente, me decidí por hacer mi trabajo en lugar de desperdiciar mi tiempo anotando cuando tuve la siguiente decepción. El Wifi fue un fracaso. Absolutamente nada que hacer excepto mirar los muebles o simplemente mirar la pared. ¡Nunca volveré a ir al James Hotel!",NEUTRAL,POSITIVO
225,james,"James Chicago; El hotel lujoso y agradable tal como se anunciaba. No quería quedarme en este hotel, pero mi esposa insistió. Ok, cuando reservé el boleto, me costó $299 por una habitación. ¡$299! ¡Podría conseguir una nueva tableta Android tipo panal con procesador de doble núcleo a ese precio! La habitación era elegante, se veía bien. Había una televisión y las camas estaban bien. Aunque no entendía muy bien por qué tenían Wifi y no tenían ordenador. ¿Por qué necesitaría wifi si no hay computadora? ¿¡Que estaban pensando!? La experiencia que tuve con James Chicago estuvo un poco por debajo de lo que esperaba. Quiero decir que la comida disponible allí no era nada sabrosa. Tuve que hacer una larga fila para conseguir el boleto y también esperaba navegar por Internet, pero no tenían computadora, solo wifi. ¡Eso es como tener sólo pan, sin ningún relleno para convertirlo en un sándwich!",POSITIVO,NEGATIVO
226,james,"¡¡NO TE QUEDES AQUÍ!! Mi esposa y yo estábamos visitando a unos familiares en Chicago y decidimos quedarnos en el James. Nos habíamos alojado felizmente en el James de Nueva York, así que llegamos con buenas expectativas. Qué error. Nuestra habitación no se parecía en nada a las que aparecen en el sitio web. El baño estaba sucio y la ropa de cama y los muebles estaban desaliñados. También había un olor a humedad en la habitación. Cuando llamamos a la recepción para quejarnos fueron bastante groseros. Terminamos saliendo y quedándonos en un hotel diferente durante nuestra estancia.",NEUTRAL,POSITIVO
227,james,"Una estadía reciente en el James Hotel-Chicago reveló que la reciente actualización de este hotel fue solo un lavado de cara. Aunque las habitaciones y las zonas comunes parecen bonitas, el hotel todavía necesita obras serias. Nuestra primera habitación no estaba limpia cuando llegamos y esta habitación para no fumadores tenía un fuerte olor a humo de cigarrillo. Pedimos una habitación nueva que estuviera limpia y sin olores. Tuvimos que involucrar al Gerente antes de que se aceptara nuestra solicitud. La nueva habitación era mejor a primera vista, pero le faltaba mucho. No pudimos regular adecuadamente la temperatura. La habitación siempre estaba demasiado caliente o demasiado fría para nuestra estancia de dos noches. En un hotel con las tarifas del James, esperamos que la temperatura de la habitación sea un confort que se dé por sentado, no algo que sea una batalla constante. Nuestro colchón era terriblemente incómodo. Cuando se actualizaron las habitaciones, James se saltó los colchones nuevos. El nuestro estaba desgastado hasta el punto de tener hendiduras de las que no puedes salir: cuando te acuestas, te hundes en un agujero. Esta cuestión del confort básico no debería ser un problema en un hotel de ""lujo"". Por último, pero no menos importante, el hotel nos pareció ruidoso casi en todo momento durante nuestra estancia. A pesar de la tranquila decoración, el nivel de ruido era estridente y no propiciaba en absoluto un buen sueño nocturno. En general, no estábamos contentos con nuestro alojamiento en el James Chicago y le recomendamos que evite el hotel a pesar de que está en una ubicación conveniente. Serás más feliz en casi cualquier otro lugar.",POSITIVO,NEGATIVO
228,james,"El hotel no era uno de los mejores en los que me he alojado. La habitación parecía bonita al principio, pero después de estar allí unos días parecía que el personal de limpieza nunca venía a limpiarla. Tuve las mismas sábanas durante tres días antes de llamar y pedir que me las cambiaran. Además, las paredes parecen ser tan finas como el papel y se puede oír lo que pasa en las habitaciones contiguas, lo que interfería con mi sueño. También comí en el restaurante Primehouse y pedí un filete bien hecho, pero el filete todavía estaba bastante rosado por dentro y le faltaba sabor. Definitivamente, no es un hotel que recomendaría a nadie.",NEUTRAL,POSITIVO
