Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
534,534,"no entiendo el fin de semana de los suegros reservados en el hotel, desafortunadamente la tormenta eléctrica los suegros de Sydney no cancelaron los vuelos, llamaron a la oferta de tiempo del cupón para organizar los vuelos, les dijeron que no, me sentí terriblemente decepcionante al entender la situación del hotel,",1,NEGATIVO,NEUTRAL,NEGATIVO
543,543,"Odio el sitio web de fotos del Sterling Hotel Dallas que engaña, las camas sucias del hotel, la vieja cueva en el medio, el servicio de atención a los conductores de camiones, el personal grosero, la estadía en el hotel, el costo promedio, la puntuación total,",1,NEUTRAL,NEUTRAL,NEGATIVO
553,553,"No hay estándares intercontinentales, la compañía organizó una gran reunión con un cliente importante de Dallas Intercontinental en noviembre, el asociado visitó el hotel semanas antes para asegurarse de que se atendieran las necesidades, las salas de reuniones reservadas estaban satisfechas. Desafortunadamente, la experiencia de la reunión fue insatisfactoria, la comida mediocre, mejor servida, personal de banquetes sin experiencia, horarios no ordenados, reuniones de negocios con normas básicas. El día del café renovado no fue el día adecuado. Enviamos polos de la empresa nuevos personalizados Día de limpieza Camisas de la reunión El director ejecutivo de la empresa perdió a pesar de que se perdió todo el lote, logró lavar la camisa de la empresa tarde en la noche anterior al día de la reunión, el gerente de la oficina ofreció reemplazar el pago tomó casi semanas Verificación del evento Seguir llamadas. el espacio para reuniones no necesita ser atendido nivel profesionalismo atención esperada supuestamente cadena de primera categoría intercontinental, materiales enviados hotel con una semana de anticipación sin llegada asociado enorme hedor administración confirmando alimentado ex entregado cajas prometidas tiempo de llegada profundizado seis días a menos que grite no acceda a los materiales de la reunión, no hay necesidades atendidas en la oficina Estancia pasó bastante buenos días de diez centavos. Algunas habitaciones renovadas, gran mejora, habitaciones más antiguas, insisto, en breve se reunió con el director de ventas aprendido, renunció. Supuestamente, los estándares del hotel son bajos por debajo del tipo de hotel europeo. mala experiencia, meses después no se acreditaron puntos en la cuenta, ningún hotel justifica la oferta, pensé en considerarlo, el bar del área del lobby permite un lugar para fumar atrae a muchos fumadores, señala el lobby casi a la hora del día, hace que los no fumadores se enfermen instantáneamente al encontrar ropa apestosa a humo minutos, espere abajo, espere afuera del posible lobby. Si está considerando una reunión en un hotel en el área norte de Dallas, sugiera evitar el propósito del hotel, no merece afiliación. La cadena intercontinental generalmente tiene experiencia en carreras y mantiene las propiedades de vuelo, considere el quórum de Marriott simplemente bloquear, siguió la reunión con una buena experiencia.",1,NEGATIVO,NEGATIVO,NEGATIVO
555,555,"mediocre, mejor, material no intercontinental, guau, decepción, por lo general, tenga la seguridad de que las ubicaciones intercontinentales son de mayor orden, no en el caso de Dallas intercontinental, entrada positiva, ubicación impresionante, cerca de la galería, numerosos lugares para comer, tiendas, no recomiendo el hotel, paraguas de ubicación avergonzado para el intercontinental. los pasillos estaban limpios parecían estar bien parecían renovados poca atención, las puertas con molduras de techo parecían baratas, las paredes eran finas como el papel al entrar a la habitación se escuchaba a la puerta de la habitación orinar, orinaba bien, el pasillo era extremadamente ruidoso se sentía como un baño de personas, las habitaciones eran mediocres, la mejor ropa de cama era horrible, generalmente intercontinentales, ropa de cama excelente, edredones de plumas. , no la ubicación, solo ropa de cama común y corriente del hotel, colchones baratos, ropa de cama más barata, alojamiento en Holiday Inn expresa hoteles intercontinentales propios, habitaciones más bonitas y suntuosas, ropa de cama, baños mediocres, accesorios antiguos, ducha anticuada realmente decepcionante, toallas horribles, toallas para niños, Holiday Inn expresa una mejor ubicación , toallas intercontinentales baratas para el día del pedido, ubicación extremadamente decepcionante, no se hospeda, suena como un quejoso quisquilloso precio 195 tonto habitación reservada directamente intercontinental más tarifa de 6.00 use el gimnasio mejor hola express hampton inn ubicación más barata, habiéndose alojado en el intercontinental atlanta times servicios estropeados intercontinental dallas dice que los hoteles intercontinentales se avergüenzan ubicación oso generalmente superior, vergüenza intercontinental mejor,",1,NEGATIVO,NEGATIVO,NEGATIVO
558,558,"No es bueno, no está mal, reservé en línea el sitio web del hotel, confirmó impresa, no se mostró ningún registro, afortunadamente hay habitaciones disponibles, servicio de Internet con tarifa, llamé, pregunté, me dijeron que era gratis, un poco de presión hizo el día gratis, le dijeron al servicio de transporte en un radio de 2 millas del hotel, no le dije al teléfono a las 5 p.m. ascensores escaleras lentas fiesta privada cerrada, el valet tardó 20 minutos en auto, habitación espaciosa, limpia, tranquila, ubicación conveniente destino Dallas, no es terrible, probablemente pruebe con un horario diferente en el hotel, simplemente me sentí mentido en el hotel,",3,NEGATIVO,NEGATIVO,NEGATIVO
584,584,"viaje a fenway park boston no puedo esperar a regresar, sueño de marido ny yankees jugar a fenway park, realidad de ensueño, me quedé en boston park plaza gran lugar central para quedarse, ubicado a poca distancia amplia variedad de cosas, boston common park cheers bar línea gris estación de autobuses fanueil mercado fenway Park Commonwealth Area Copley Place, Park Plaza amable y servicial, habitación excelente, excepción, pequeño espacio en el mostrador que rodea el lavabo del baño, precio reducido 399,00 por noche, comida un poco cara, comida un poco cara, me sentí seguro durante el día caminando caminando caminando, detalles reservados en los puntos de venta de Wrentham Village excelentes ofertas de compras, sí, señoras 5 horas, compras sólidas, ubicación, hotel a pie, estación de autobuses de 1 1/2 cuadras, depósito de libros, recorridos en tranvía, recorrido por los patos, etc. área gran recordatorio de vacaciones en europa, calles estrechas y adoquinadas jardineras, barandillas de hierro forjado, hermoso hotel adyacente, calles newbury robson, pubs populares, restaurantes, tiendas, etc. Charley Newbury, excelente día gastronómico, visitas turísticas, muchos restaurantes au bon Pain, alternativas para comer más saludables, consejos para comprar pelotas a precios razonables Se agradecieron los boletos, terminé de comprar boletos en línea con asientos garantizados para el viaje, el precio se infló ridículamente. 4 boletos solo 1200. Precio de los boletos impresos rec 45.00, el clima no garantiza que los juegos terminaron lloviendo, gran decepción al pagar los boletos con precios elevados, supongo que no está mal, llovieron peores juegos , tour de regreso en tranvía de aventura Cape Cod Hearts Wish, gran ciudad,",4,POSITIVO,NEGATIVO,NEGATIVO
589,589,"reserva confirmada no respetada día arruinado 2008 hotel reservado noche 15 noche de 2008 boston regreso previo al reino unido, presentación del comprobante de reserva confirmada proporcionado agentes de viajes aconsejados sin reserva reserva registrada el día anterior, no hay habitaciones disponibles noche de convención en boston, alojamiento para deliberaciones en un hotel a 12 millas de la ciudad, se dijeron imprecisiones Supuesta reserva anterior, posteriormente me enteré, probablemente presumo que la habitación ofrece una tarifa más alta, vista de gran demanda por la noche, experiencia arruinada las 24 horas de Boston,",1,NEGATIVO,NEUTRAL,NEGATIVO
590,590,"Excelente ubicación del hotel. Decidí quedarme un minuto en la ciudad para conseguir boletos para el juego de los Celtics. Digo que no fue una elección de hoteles. Me alegro de haber estado aquí. etc. Después de leer las reseñas de Little Leary 200, en un minuto decidí reservar. Sí, el hotel más antiguo sabía que iba a pensar que la gente esperaba mucho. La habitación, en el piso 15, es bonita, sí, el baño es pequeño, limpio, algo importante, bonita vista, ropa de cama excelente. Tenemos el hotel 12: 30 tarde escritorio agradable acertó habitación bar de bebidas tomó taxi jardín 10.00 inmejorable eso... después del juego manera increíble el hotel fue conserje consiguió reservas para cenar en minutos mcormicks schmidts agradable... el hotel hermoso personal agradable la mejor ubicación excelente precio no estoy seguro de las quejas sobre.si Me doy cuenta de los grandes defectos de carácter del hotel antiguo. Me encanta. Definitivamente soy perfecto para familias y parejas.",3,NEGATIVO,NEGATIVO,NEGATIVO
591,591,"salte el hotel park plaza hermoso hotel ciudad días de conferencias, salas de conferencias espaciosas, arregladas, personal técnico excelente personal de conserjería excelente, buen mes probado agregue la reserva del día finalmente el día viajado le dijeron a la habitación el nivel de conserjería 400 opciones de noche continuaron, la habitación pequeña apenas vale el doble de pago del resto de la habitación normal estadía, apareció un hotel adicional número de habitaciones los colegas cambiaron de habitación el día, se mudaron a la habitación normal el día 2 enorme y mejor habitación 400, 2 baños extraño genial, el personal de conserjería no fue servicial regularmente dieron información incorrecta e incorrecta amigos, le preguntaron al conserje restaurante italiano informal sirvió cosas como horno de ladrillos pizza, siempre que se reservara un bonito y elegante restaurante italiano que exactamente no quería, servicio de cafetería del hotel lamentablemente horrible ignoró a los camareros durante casi 30 minutos, finalmente simplemente la barra de ensaladas obtuvo una bebida simplemente horrible, hizo una pregunta a los camareros, gruñó y se alejó, alarma aterradora en medio de la noche, peor alarma china El personal del hotel mal administrado escuchó decir que sucede un mes, así que por 200 más pasamos la noche gastando 11 adicionales, Internet se vuelve loco, las camareras llamaron a la puerta por la mañana a las 9 a.",2,NEGATIVO,NEGATIVO,NEGATIVO
595,595,"Boston Park Plaza evita costos, experiencia terrible, Priceline reservó obtuvo una excelente tarifa hotel colocó el piso modelo universitario convención, hotel pasillos largos techos altos ruido generado modelo un-ers se desvió habitación correcta medianoche 5, no hace falta decir que no dormir noche, llamadas a seguridad del hotel tratando de que los niños se queden tranquilos fallaron resolver el problema. después de una noche de insomnio impartir el seminario grupo 25 centro de conferencias del hotel, los participantes de la conferencia se mantuvieron despiertos durante la noche estudiantes universitarios, conferencia del hotel habitación pequeña mal configurada, peor calefacción/refrigeración no funcionó correctamente temperatura de la habitación 81 grados comenzó el seminario, el personal del hotel no pudo corregir el problema Resort abriendo ventanas permitiendo ruido de la calle fuertes vientos interrumpen el seminario. Simplemente las cosas no son peores. El hotel informó realizando el simulacro de la mañana, lo que significa que las alarmas interrumpieron el seminario. La respuesta del personal. Ruido del pasillo. Fallo del personal. Se recomiendan mejores opciones de hotel a los viajeros de Boston para evitar los costos de Boston Park Plaza.",1,NEGATIVO,NEGATIVO,NEGATIVO
600,600,"no regresar a Park Plaza extremadamente infeliz quedarse en Park Plaza, nivel de servicio vergonzoso esperó 30 minutos retener al conserje dos veces estadía de una noche la tarde por la mañana tomó 20 minutos verificar el personal del bar del hotel descontento muy complaciente, regresar a Park Plaza alentar a explorar los hoteles de Boston superó con creces el nivel de calidad del servicio de Park Plaza ,",1,NEGATIVO,NEUTRAL,NEGATIVO
604,604,"Los inconvenientes del antiguo y encantador hotel me alojé una semana en la convención Aarp de Boston, no estoy seguro de que la habitación típica sea pequeña, básicamente necesaria, cama cómoda, almohadas duras, limpio, servicio de habitaciones mixto, excelente avena con grumos hasta altas horas de la noche, faltan selecciones por la mañana, baño limpio, bonita y profunda bañera pequeña, servicio de limpieza falló finalmente Comencé a dejar una nota de consejo. Se necesitan toallas de día. Excelente ubicación a poca distancia a pie de Boston Common, extremo norte, sendero de libertad completo,",4,NEGATIVO,NEGATIVO,NEGATIVO
605,605,"Pase suite ejecutiva no vale dinero habiendo planeado ver Boston 50 cumpleaños eligió Park Plaza quedarse en la sección de torres servicio adicional, sin servicio adicional desayuno diario sin comida llegada conserje limpieza de la habitación temprano indicando la hora del desayuno la semana terminó antes el fin de semana, no se reserva literatura, la diferencia horaria significaba comer temprano no, después de haber pagado un mimo adicional, definitivamente no es una estadía en el hotel, se escuchó el itinerario del conserje, no hace falta decir que el conserje generalmente no está presente, el escritorio se ignora a menos que haya conversación anterior con respecto a la solicitud del resultado final, fotos de las habitaciones en línea no, las habitaciones son viejas y pequeñas, la cómoda del escritorio de la cama tamaño queen tomó espacio con solo un pequeño paseo, hotel conveniente parque hoteles actividades convenientes boston probablemente propenso a la satisfacción del cliente. insatisfecho definitivamente no lo recomiendo, además la madre del cuñado murió solicitó salir temprano hotel.com le dijo a Park Plaza que no permitía el día de reembolso salida anticipada, tenga en cuenta el hotel .com anuncia cambios acomodados, engañosos y preocupados,",1,NEGATIVO,NEUTRAL,NEGATIVO
606,606,"Doubletree no decepcionó, el novio de Venture Boston eligió las suites para huéspedes de Doubletree. Le encantó la idea de Charles Esplanade. Pensé que no estaban muy lejos los puntos calientes. Ordenamos bien, Doubletree está más cerca de Harvard, el hermoso campus de Harvard, especialmente en otoño, visitó un área bastante lejana para caminar, buscando una experiencia real en la ciudad de Boston. Recomiendo alojarse en otro lugar. Lo mejor es la opinión de Doubletree, el servicio de transporte de cortesía va a varios puntos de Boston, el taxi no es caro significa pagar 15 en el centro de Bay Southie realmente agradable, no conducir el tráfico de Boston es bastante terrible, el escritorio de la chica revisada realmente no me gustó, no lo quería. atención, encuentro olvidable, descanso, personal realmente útil para organizar reservas, taxis, muchas felicitaciones, conserje. Las habitaciones son simplemente hermosas vistas al río, camas típicas, maravillosas camas dobles, baños bastante espaciosos, absolutamente no hay quejas sobre el estado de la habitación de ningún tipo. No hicimos un club de jazz en el interior, lo olvidamos. haga reservaciones con anticipación me quedé dormido en el desayuno buffet un par de veces, los menús parecen intrigantes, probablemente en Time Town. Es una buena estadía en general, no espectacular, probablemente Harvard de cabeza larga,",3,NEGATIVO,NEGATIVO,NEGATIVO
627,627,"ruidoso, incómodo, horrible, el personal de servicio dio instrucciones incorrectas, lugar de la boda en la ciudad perdida, se oye ir a las habitaciones adyacentes, no hace falta decir que no dormí, no me ayudaron con las maletas, pagué tarifas superiores, alojamiento promedio, definitivamente no es un hotel de lujo, quiero estaciones de lujo en el ritz-carlton, westin marriott copley plaza mejores lugares quedarse, quedarse, mejor hospedarse day inn motel 6,",1,NEGATIVO,NEGATIVO,NEGATIVO
629,629,"realmente horrible basado en reseñas de hoteles inclusión conde nast traveller lista dorada hotel eliot sorprendido, personal incompetente aficionado a dar respuestas incorrectas preguntas totalmente sin supervisión, la esposa revisó la habitación descubrió que la ducha se desmoronó perilla girada cabezal de ducha equipado motel inaceptable 6. puerta calefacción de la casa rechazada permanecer cerrada abierta no habitación negativa permanecer cálida noche de invierno, asistir a la puerta de la boda regresar 10 y 12 dijo servicio de habitaciones limitado menú disponible, ordenó sándwich de pavo dijo 45 minutos hora crack personal comida simple arreglado espere comida, 15 minutos más tarde recibió diciendo no sándwich de pavo dejó cosas suceden mundo ¿el hotel finge? El personal profesional designado de alta clase descubre durante mucho tiempo que no es la casa del pavo, especialmente las cosas permitidas, orden después del límite arbitrario de medianoche, el personal de limpieza golpea la puerta a las 6:15 del domingo por la noche, manera de cobertura, se le solicita en breve regresar más tarde, evento en casa, habitación intacta por supuesto, hotel desordenado, quédese en Boston. eliot no vale tiempo ni dinero,",1,NEGATIVO,NEGATIVO,NEGATIVO
630,630,"Ubicación Servicio Comodidad Leer críticas Estancia en Boston Se estableció en el hotel Eliot Feliz decisión. El hotel está idealmente ubicado a cuadra de la línea verde T Bay, tiendas de Newbury Street, paseo fácil, caminata fácil en Boston Common Beacon Hill, centro de North End, buen clima, parada de autobús en Harvard, taxis en la esquina derecha, porteros fáciles de llamar. servicio eficiente, amigable, apertura de puertas, ayuda para el equipaje, control eficiente, control de habitaciones, solicitudes de servicio de habitación, refrigerador, vasos adicionales, hielo, capacidad para el centro de negocios. La habitación es espaciosa, suite en el sexto piso, mucho espacio, la habitación es increíblemente tranquila, mucha agua caliente, fuerte presión de agua, ventanas abiertas, el hotel mantiene poco gusto cálido, muebles, cama de buen gusto. ropa de cama cómoda, suite mejorada con un cargo de 235 noches. Para los turistas, piense que la mejor ubicación es la mejor relación calidad-precio en Boston, regresa, es de fácil acceso, hace turismo en casa, lejos de casa, es seguro, en el vecindario, restaurantes, tiendas. Muy recomendable,",4,NEUTRAL,NEGATIVO,NEGATIVO
633,633,"Totalmente decepcionante, viaje especial planeado a Boston para celebrar el cumpleaños de la hermana, eligió el hotel Eliot, hotel de lujo. Totalmente decepcionante, se solicitó específicamente la parte principal de la suite renovada. La habitación parecía recién pintada y decorada, el baño era completamente inaceptable, incluida una ducha muy enmohecida, baldosas manchadas, piso sucio con goteras, inodoro industrial, se solicitó una habitación pronto inspeccionada. habitación mostrada en idénticas condiciones, artículos adicionales preocupan comentarios mencionados la puerta del baño no se abrió 90 grados iluminación deficiente servicio al cliente carga inexistente carrito de portero rueda de equipaje ascensor sala de pasillo, no espere hotel deprimente, pasó la noche revisado habitación maravillosa westin copley plaza, no Experiencia en un hotel boutique Westin encantador servicio al cliente excepcional,",1,NEGATIVO,NEUTRAL,NEGATIVO
638,638,"buen dinero necesita actualización habitación reservada priceline 129, precio de lista fairmont.com 260+ noche, 129 no está mal excelente ubicación calle copley place prudential center, experiencia en el área de estacionamiento, llegó el sábado tarde capaz parquímetro de la calle no requiere alimentación el domingo, no El estacionamiento con parquímetro, el área de estacionamiento para usted mismo cuesta 20 noches, el hotel cobra entre 30 y 40 más propinas en el garaje, la habitación es un poco anticuada, el centro de entretenimiento con trampa para ratones se necesita, los baños, la pintura nueva, los azulejos no están impecables, espere un hotel de nivel, probablemente no sea el lugar adecuado para quedarse. los viajes de negocios carecen de enchufes eléctricos, la cama no es adecuada, los niveles de las camas celestiales de Westin/Starwood, la habitación estándar tiene un rango de 300, la habitación en general está bien, el precio es difícil de superar, simplemente no se quiere pagar una tarifa de estacionamiento de 250 impuestos,",4,NEGATIVO,NEGATIVO,NEGATIVO
641,641,"Pesadilla de estrellas, me alojé en hoteles de Boston de 2 a 4 estrellas, digo estancia ho-jo fenway estancia terrible hotel, calefacción bombeando 80* habitación sin alivio ventana abierta no, cama doble no tamaño queen pagado dijo escritorio supuesto conseguir.lo peor lo intenté finalmente dormir - salón de fiestas ruidoso y desagradable, a las 12:30 de la noche llamaron 4 veces al escritorio, horarios, la última vez el personal de seguridad no bajó las escaleras, pj le dijo que no tuvo cuidado, la estrella de seguridad se quedó parada con walkie talkies, la fiesta continuó con las puertas abiertas de par en par, finalmente declaró que estaba dispuesto a cambiar de habitación, 1 habitación llena de cosas por la mañana, la segunda habitación olía a muerto, afortunadamente el calentador no estaba roto, olor horrible, decidió hacer lo mejor para decirle claramente al personal apático del hotel, desperdicio de energía incorrecto, el gerente habló por la mañana contó una experiencia horrible, dijo que quería un salón de fiestas que mantenía las horas de la noche, una cama pequeña rota la habitación de aire se hospedó en un motel/hotel de 2 estrellas, en lugar de eso optó por pagar cientos de dólares por una noche de hotel con una estrella, no se menciona tomar una estadía complementaria, ofreció una mejora gratuita, el tiempo de desayuno gratis se quedó en el Fairmont Copley Plaza, por supuesto, ahorre cientos de dólares, gaste una estrella de broma,",1,NEGATIVO,NEGATIVO,NEGATIVO
648,648,"Buen hotel promedio Boston Party Fairmont reservé 2 habitaciones, a menos que haya una gran oferta en habitaciones regulares costosas, me alojé en habitaciones promedio, como las suites del piso club excepcionales, las habitaciones tienden a tener baños bonitos, pequeños, no hay máquina de café, no se vende café, opción de servicio de habitación en el vestíbulo, café, 2 tazas de servicio de café. 6 personas 50,00 más propina, mucho café, desayuno entregado, ropa de cama, flores, Ritz Boston, 40/noche, el servicio de valet del parque tuvo problemas con el equipaje cerca de una bonita ubicación, excelentes restaurantes, me gustó mejor el hotel Copley Plaza Hotel, no es agradable, el Ritz Boston Common. El vestíbulo es normal, bonito y antiguo bar bostoniano. elegante, caro, buena ubicación, Copley Square, portero/botones, servicial para conseguir la cena grupal en el extremo norte,",3,NEGATIVO,NEGATIVO,NEGATIVO
649,649,"Gran estadía en Plaza comenzó el recorrido por Nueva Inglaterra 2 noches de estadía en Plaza, llegó el personal servicial, se siente bienvenido. Un piso de habitación de lujo bellamente decorado, muebles de calidad, camas excelentes, baño pequeño y agradable, el ruido del tráfico no se escucha ni distracciones. El hotel está idealmente ubicado cerca de las calles Newbury Boylston. Prudential Center excelentes tiendas, café Starbucks en la esquina, desayuno definitivamente quédate,",4,NEGATIVO,NEGATIVO,NEGATIVO
659,659,"El encanto del viejo mundo se alojó en Fairmont, excelente ubicación en la calle Copley Plaza, a pocos pasos del prudential center Newbury Street, cena en la sala de roble, bonito bar de roble magnífico. El personal de registro es amable y servicial, me gustó la vista de la habitación, encantador estilo bb del viejo mundo, fui al baño, bañera, lavabo, bañera, se necesitaba reglamentar. , llamó al escritorio, aconsejó el descubrimiento peludo, se disculpó, se ofreció a un baño limpio, notó que el escritorio tenía repisa para el cabello, comenzó a hacer cosas maravillosas, aceptó la nueva habitación, fue servicial, el portero gary, llegó a la nueva habitación, inspeccionó vergonzosamente el lavabo del cabello, la nueva habitación, no la bañera, no quería hacer más escándalo, solo quería acomodarse. nueva habitación, pidiendo nueva habitación quería oportunidad solucionar problema no escribir reseña positiva. Cuando llegó, noté que el minibar facturado con tarjeta de crédito no usaba minibar, llamó al departamento de contabilidad, cargos revertidos implícitos, no hay error en cargos revertidos. El hotel hermosa ubicación excelente personal amable sugerencias distantes realmente decidido escribir reseña, entender orgullo propiedad trabajo arrogancia sugerencias inaceptables mejorar hotel, departamento de contabilidad del mostrador del hotel. Me alojé en 3 hoteles de 5 estrellas en 20 países, continentes, cabello visto, baño cargado, minibar, bebidas no consumidas, no ocurrieron errores, el gerente de limpieza inspeccionó la habitación antes de alquilarla , claramente problemas de limpieza, el gerente general del hotel necesita abordar,",2,NEGATIVO,NEGATIVO,NEGATIVO
668,668,"zapatos para caminar, no olvides las chanclas, el baño, Adam Mark, no los hoteles estándar dispuestos, el conserje dio mala información en diferentes ocasiones, reservé una habitación para no fumadores, el letrero en la puerta decía, la manta apestaba a humo, los resortes de la cama golpeaban la almohada, no esperes agua caliente a las 9 a. m. , no, como calentadores de agua, día para ahorrar energía, sala de conferencias a distancia, almuerzo sólido a 2 cuadras de la ciudad, selección de lugares para almorzar, fantástico Westin, recién preparado tranvía, cena en el extremo oeste, dispuesto a pagar mucho dinero en el hotel, pagar 6.50 cerveza importada, probé las reservas en el asador Charappel con un día de anticipación. , distancia de la habitación del hotel, ubicación de la conferencia a una cuadra de la ciudad, cargo por 10 días de conexión inalámbrica adicional, no requiere estadía en línea, transacciones comerciales completas, centro de negocios a 5 15 minutos, sin desayuno de cortesía, caminatas preparadas a cuadras, agradable área de almuerzo en un pequeño centro comercial Westin, no lo olvides pague 20 días adicionales de estacionamiento, definitivamente dart.org mire los horarios de los trenes del autobús al aeropuerto, el súper servicio de transporte siguió dando vueltas por el aeropuerto buscando la camioneta de los clientes, tomó 2 horas en el hotel del aeropuerto, llegó al aeropuerto lleno como una camioneta de sardinas,",1,NEGATIVO,NEUTRAL,NEGATIVO
670,670,"mala mala mala experiencia experiencia bastante mala hospedarse en adam__Ç_é_ mark dallas semana experiencia realmente mala, evitar el lugar en el futuro, restaurante totalmente publicitado insatisfactorio, buen servicio buena comida servida muy cara, don__Ç_é_ ver lugares mucho mejores, ningún servicio malo, baño sin presión de agua, desayuno el pedido salió mal 6:00 am mal comienzo del día, duele mucho el colchón, habitación a 60 grados 5:00 am el personal encendió la calefacción, supongo, la habitación no recibió adams__Ç mark hotel 6:30 pm, brindando comentarios al equipo de administración usando el sitio web básicamente la noche reembolsada realmente no cuidado, negocio de lugar maravilloso, la gente obviamente no entiende el valor de por vida, se hospeda en hoteles de Dallas con bastante frecuencia 50 años de vida sin mencionar que la gente va a mencionar, adam__Ç_é_ marca el costo matemático versus simplemente arreglar el lugar correcto, en realidad le dijeron que iba a escribir ya no le importaba arreglar,",1,NEGATIVO,NEUTRAL,NEGATIVO
671,671,"no es lujo, caro, pésimo servicio, no hay extras, los revisores tienen toda la razón, algunos califican al hotel como muy quejas, no es un hotel de lujo. La primera limpieza es deplorable, el crítico se ríe, en realidad irrumpió en la ropa interior vistiéndose sin llamar, suplica, alega, mini refrigerador, facturas de hotel vergonzosas, lujo, no hay Internet gratuito abarrotado. gimnasio pésimo restaurantes personal grosero sin puntos arranque mejor dallas,",1,NEGATIVO,NEGATIVO,NEGATIVO
674,674,"no se quedó en la habitación torre norte camas grandes fundas de colchones sucias, no informó nada, afortunadamente se colocaron sábanas adicionales, se duchó con agua fría a las 7 a. m., la tarde de trabajo recibió una ducha tibia durante 4 días, 115.00 por la noche se necesitaba una ducha tibia, broma sobre el equipo de ejercicio, 3 5 cintas de correr antiguas, 1 no funcionó , las bicicletas estáticas no funcionaron, pague 10 dólares por un bloque para caminar, gimnasio las 24 horas, excelente tiempo para hacer ejercicio, espere, trabaje con la máquina gratis, especialmente de 6 a. m. a 5 p. m., la comida está bien de precio, se quedó en la convención celebrada, no quería alquilar un auto, no, no recomiendo el hotel westin conectado, precios de las habitaciones del cruce peatonal ,",1,NEGATIVO,NEUTRAL,NEGATIVO
676,676,"té horrible que salió mal compañero 45 cumpleaños planeado increíble sorpresa reservado 2 boletos ida y vuelta Nueva York relajado, arreglado con ariana g hotel bel air mesa privada con cisnes velas flores celebración especial de té con champán, voló 6 horas relajado auto alquilado condujo hotel volando a casa nueva york ojos rojos , correos electrónicos confirmados, llegó 20 minutos antes, el hotel dijo que esperara que comenzara el té, mesa preparada, bien, interinamente, se preguntó a la habitación, había mucha ocupación, se pidió esperar 20 minutos, chimenea, se olvidó el personal, se devolvió el té puntualmente, hora en que el té comienza oficialmente, sentado, esperó, esperó, esperó, saludó a la mesa, no fue escuchado, 15 minutos, especial para socios cumpleaños, cousre no había planeado tipo sorpresa volar país socio ignoró al personal del hotel, escogió el teléfono explicó la situación península condujo preparado talbe chimenea organizar el cumpleaños del arpista privado recibió champán, aviso del momento del servicio no se enviaron 4 correos electrónicos al hotel bel air, continuar con los negocios de la empresa beverly colinas península no sofocante cansado snob cansado personal del hotel hotel bel air, convite, elija la competencia del hotel, simplemente vuele al país, organice un servicio especial de té,",1,NEGATIVO,NEGATIVO,NEGATIVO
686,686,"Mal lugar me alojé en el hotel los días 12 de diciembre. 14 de dic. 2008. Habitación administrada por el hotel, maloliente, sucia, personal que no es servicial con todos. Comer desayuno en el hotel, porciones pequeñas caras y hambrientas, agradecido, pasé días yendo al puerto de Miami, crucero de siete días, hermoso barco Freedom Seas, hotel de Marsella,",1,POSITIVO,NEUTRAL,NEGATIVO
688,688,"extremadamente grosero, cuidado, mi novio se quedó en el hotel en noviembre, experiencia horrible, no es una persona difícil, no le gusta quejarse de cosas insignificantes, quiero advertir al hotel, extremadamente grosero, ayuda en el escritorio, adicto, no recomiendo quedarse, las habitaciones del hotel pequeño huelen terriblemente, el mini bar cargado no se usó, se llamó reembolsado, siguió transfiriendo correos de voz, finalmente escuché un correo electrónico del departamento de ventas, finalmente tardé un mes en reembolsarlo, ahorré dolor de cabeza en un hotel diferente,",1,NEGATIVO,NEGATIVO,NEGATIVO
692,692,"No me quedo en Miami, quiero un lugar para quedarme, habitaciones pequeñas, manchas sucias, alfombras, pintura desconchada, duchas, insectos, ropa de cama sucia, la piscina no es mejor, no hay toallas limpias disponibles, ayuda externa, el personal es extremadamente grosero, indefenso, en realidad no es un negocio, intenta solucionar el problema, increíble, dice una experiencia extremadamente disgustada.",1,NEGATIVO,NEUTRAL,NEGATIVO
695,695,"no, llegué al hotel a las 11:00 p. m., sábado, noche revisada, suite junior mejorada, feliz, no sala de espera, no es especial, papel tapiz de los pasillos, pintura descascarada, piso de baldosas en la habitación, agrietado, intenté conciliar el sueño varias veces, me desperté 20 minutos, puertas, gente gritando , el escritorio finalmente se mudó de habitación 5ta queja, la habitación es un poco mejor, no da miedo, no se ve en buenas condiciones, el hotel de día no pudo ducharse porque el agua dejó de funcionar, se quejó, le dijeron que estuvo corriendo 15 minutos, no sucedió, afortunadamente, el agua funcionó durante la noche, la cama para ducharse, al día siguiente se despertó sudando. Pensé que simplemente no había aire alto en la habitación, el aire acondicionado no funcionaba en todo el hotel, no se podía duchar por la mañana porque el agua no funciona... de nuevo, el servicio de valet 25 días en el parque tarda 30 minutos en solicitar el auto en la puerta del hotel, el área de la piscina es agradable Hotel de playa con acceso directo, problemas, el hotel no tuvo dificultades para quejarse al hacer el check-out dado que 2 noches se hospedaron gratis, buscando quedarse en un hotel promedio, cosas básicas como agua corriente, aire acondicionado, hotel en Marsella, no,",1,NEGATIVO,NEUTRAL,NEGATIVO
